MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,ZCR,CentroideEspectral,AnchoEspectral,EnergiaBanda_1,EnergiaBanda_2,EnergiaBanda_3,Archivo,Etiqueta
-0.41877091642865893,1.359121571139098,-1.1902807593421354,2.075260910511894,0.8805151149894044,-2.6967822697093555,-0.20945675675364137,-0.421868766653725,-1.6560548327445144,-0.2795452942028624,-2.2062111925122356,-1.945426689264666,-1.684856923815869,-0.6367181118922938,-0.6478041959634998,-0.7585299595380702,-0.6005189080832475,-0.8501633298201954,0.9989474252069324,Berenjena 2_aug_1.wav,berenjena
-0.21159883373241842,0.08161276769200781,-0.9617057432349563,2.2445400257190657,-2.622066007577002,-0.8046722488876304,-0.31923079316970343,-1.23202232347928,-0.19868896669799896,-2.3785125715647855,-0.3504893556250969,0.29998289788127347,0.4526872841651392,-0.35228271353734397,-0.2684923908828782,-0.46228659568510944,-0.5161421227927928,-0.8607536754840033,0.8473424082341932,Berenjena 2_aug_2.wav,berenjena
1.9641228332479483,-1.5289228272994873,1.0042013110836443,1.2065911825942968,1.0617065134859929,-0.24736402489425943,0.6723016033063378,1.220301456315873,0.19863296798419128,0.8228984743778883,0.1486479489873545,0.6153888535559447,1.963510284558444,1.3638555088763524,1.6784465989699298,1.6499257237317364,-0.1310344873823399,-0.7778899091865641,3.0148588051986085,Berenjena 2_aug_3.wav,berenjena
-0.5442853894263907,0.7285622946945334,-1.0198102170708192,2.094872229439472,-0.9157512849590083,-1.8628194171529933,0.20868688467885654,-1.0364285587989914,-0.4805572912988585,-1.3113227066612678,-1.8448174509535225,-0.743425471845985,-0.9939948912700317,-0.6080661944755864,-0.5767724380085031,-0.6886828538778369,-0.5620067089547509,-0.8768492605082694,1.0265858610501029,Berenjena 2_aug_4.wav,berenjena
-0.48065166897648537,0.6279688174002398,-0.9603333030057425,2.3500498093682443,-0.8754025747624568,-1.858248399556989,0.3004721508513868,-0.8640868008313204,-0.41848085273031216,-1.1995307238977684,-1.650495261410999,-0.4073422041863375,-0.5178020406946697,-0.5724187439753191,-0.5562140760424669,-0.7084467004126196,-0.6159854163230403,-0.8907236286253283,0.9723509269334913,Berenjena 2_aug_5.wav,berenjena
-0.33169248229400267,0.8566523486012563,-0.8656062715885314,0.8927020950497757,1.4480224986115922,-1.957173063206889,-0.5018660596536411,0.04049655599175172,-1.6214728158749132,0.21945041754260355,-0.8440804023141583,-1.3145572326195054,-0.9430391032133781,-0.5744280992227246,-0.6397652947253579,-0.7939244081411759,-0.5556368507490347,-0.7254326789116626,0.8655728761424009,Berenjena 3_aug_1.wav,berenjena
-0.26014182375589745,-0.04930956680335643,-0.9755783159541491,1.532673064890569,-1.6154152732859772,-0.8874603523194421,-0.17542200070786404,-0.7806803279051284,0.39391430776119013,-1.1943637974991654,-0.5753681346727442,-0.23756256991718114,0.0041135590772251596,-0.22651195916270603,-0.2688137447576924,-0.5265204076123883,-0.5775545567245216,-0.8177891205087127,1.0822898945605743,Berenjena 3_aug_2.wav,berenjena
1.9278991947579946,-1.486088469378265,0.921617207270749,0.6305522071814896,1.3148094781197592,0.08060334448318432,0.4081111537324873,1.43450826180946,0.5549607763301112,1.129429500245781,0.6619364581333987,0.34511175501134506,1.4611341829728712,1.6607191415393283,1.8088013512179177,1.6894949293416415,-0.22299738560528792,-0.5532816134770069,3.4628835692643127,Berenjena 3_aug_3.wav,berenjena
-0.08633048024415127,0.5419648961204684,-1.121838835523133,1.5853954116717945,-0.2953669284423216,-2.029625338508063,0.12152986102945831,-0.7576997639502027,-0.7676038341028864,-0.4631523982665241,-1.2625802842614031,-0.6085440307909398,-1.1094014910891936,-0.42194036211406627,-0.5126917203432868,-0.8118079997591725,-0.5543354086547122,-0.7663221066382958,1.43654434679212,Berenjena 3_aug_4.wav,berenjena
-0.5954940170661072,0.3972314657402461,-0.9802226201417874,1.349237978062983,-0.19539802898221845,-1.5396643384679771,-0.030364030300277546,-0.6107738516513995,-0.19698811978057473,-0.19260452425980815,-0.8557252079416442,-0.6360046838142522,-1.0912463720508998,-0.4886211881020399,-0.5632586446171038,-0.7532495135116749,-0.6673669492090568,-0.8044381830607751,1.044441827939802,Berenjena 3_aug_5.wav,berenjena
